entity_id,entity_name,plant_id,plant_name,generator_id,county,net_summer_capacity,net_winter_capacity,technology,latitude,longitude
11479,Madison Gas & Electric Co,3991,Fitchburg,1,Dane,15.3,15.3,Natural Gas Fired Combustion Turbine,43.0147,-89.4603
11479,Madison Gas & Electric Co,3991,Fitchburg,2,Dane,15.8,15.8,Natural Gas Fired Combustion Turbine,43.0147,-89.4603
11479,Madison Gas & Electric Co,3992,Blount Street,6,Dane,47.2,47.2,Natural Gas Steam Turbine,43.0789,-89.3744
11479,Madison Gas & Electric Co,3992,Blount Street,7,Dane,47.9,47.9,Natural Gas Steam Turbine,43.0789,-89.3744
11479,Madison Gas & Electric Co,3993,Sycamore (WI),1,Dane,12.2,12.2,Natural Gas Fired Combustion Turbine,43.1133,-89.3128
11479,Madison Gas & Electric Co,3993,Sycamore (WI),2,Dane,17.4,17.4,Natural Gas Fired Combustion Turbine,43.1133,-89.3128
58149,Renewable World Energies LLC,3995,Arpin Dam,1,Sawyer,0.6,0.6,Conventional Hydroelectric,45.7517,-91.2028
58149,Renewable World Energies LLC,3995,Arpin Dam,2,Sawyer,0.6,0.6,Conventional Hydroelectric,45.7517,-91.2028
58149,Renewable World Energies LLC,3995,Arpin Dam,3,Sawyer,0.2,0.2,Conventional Hydroelectric,45.7517,-91.2028
13781,Northern States Power Co - Minnesota,3998,Cedar Falls (WI),1,Dunn,1.3,1.2,Conventional Hydroelectric,44.9367,-91.8883
13781,Northern States Power Co - Minnesota,3998,Cedar Falls (WI),2,Dunn,1.1,1.1,Conventional Hydroelectric,44.9367,-91.8883
13781,Northern States Power Co - Minnesota,3998,Cedar Falls (WI),3,Dunn,1.2,1.1,Conventional Hydroelectric,44.9367,-91.8883
13781,Northern States Power Co - Minnesota,4000,Chippewa Falls,1,Chippewa,1.9,1.9,Conventional Hydroelectric,44.9308,-91.3889
13781,Northern States Power Co - Minnesota,4000,Chippewa Falls,2,Chippewa,2.1,2.1,Conventional Hydroelectric,44.9308,-91.3889
13781,Northern States Power Co - Minnesota,4000,Chippewa Falls,3,Chippewa,2,2,Conventional Hydroelectric,44.9308,-91.3889
13781,Northern States Power Co - Minnesota,4000,Chippewa Falls,4,Chippewa,2,2,Conventional Hydroelectric,44.9308,-91.3889
13781,Northern States Power Co - Minnesota,4000,Chippewa Falls,5,Chippewa,2,2,Conventional Hydroelectric,44.9308,-91.3889
13781,Northern States Power Co - Minnesota,4000,Chippewa Falls,6,Chippewa,2.1,2.1,Conventional Hydroelectric,44.9308,-91.3889
13781,Northern States Power Co - Minnesota,4002,Dells,1,Eau Claire,1.9,1.9,Conventional Hydroelectric,44.828056,-91.51111
13781,Northern States Power Co - Minnesota,4002,Dells,2,Eau Claire,1.5,1.5,Conventional Hydroelectric,44.828056,-91.51111
13781,Northern States Power Co - Minnesota,4002,Dells,3,Eau Claire,1.5,1.5,Conventional Hydroelectric,44.828056,-91.51111
13781,Northern States Power Co - Minnesota,4002,Dells,4,Eau Claire,1.5,1.5,Conventional Hydroelectric,44.828056,-91.51111
13781,Northern States Power Co - Minnesota,4002,Dells,5,Eau Claire,0.9,0.9,Conventional Hydroelectric,44.828056,-91.51111
13781,Northern States Power Co - Minnesota,4005,French Island,1,La Crosse,9,9,Wood/Wood Waste Biomass,43.8292,-91.2597
13781,Northern States Power Co - Minnesota,4005,French Island,2,La Crosse,7,7,Wood/Wood Waste Biomass,43.8292,-91.2597
13781,Northern States Power Co - Minnesota,4005,French Island,3,La Crosse,61,81,Petroleum Liquids,43.8292,-91.2597
13781,Northern States Power Co - Minnesota,4005,French Island,4,La Crosse,58,78,Petroleum Liquids,43.8292,-91.2597
13781,Northern States Power Co - Minnesota,4007,Holcombe,1,Chippewa,7.3,7.3,Conventional Hydroelectric,45.223611,-91.12722
13781,Northern States Power Co - Minnesota,4007,Holcombe,2,Chippewa,7.3,7.3,Conventional Hydroelectric,45.223611,-91.12722
13781,Northern States Power Co - Minnesota,4007,Holcombe,3,Chippewa,7.3,7.3,Conventional Hydroelectric,45.223611,-91.12722
13781,Northern States Power Co - Minnesota,4008,Jim Falls,1,Chippewa,12.3,12.3,Conventional Hydroelectric,45.051,-91.274
13781,Northern States Power Co - Minnesota,4008,Jim Falls,2,Chippewa,12.5,12.5,Conventional Hydroelectric,45.051,-91.274
13781,Northern States Power Co - Minnesota,4008,Jim Falls,4,Chippewa,0.2,0.2,Conventional Hydroelectric,45.051,-91.274
13781,Northern States Power Co - Minnesota,4009,Menomonie,1,Dunn,1.1,1.2,Conventional Hydroelectric,44.884167,-91.92944
13781,Northern States Power Co - Minnesota,4009,Menomonie,2,Dunn,1.1,1.2,Conventional Hydroelectric,44.884167,-91.92944
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,1,Polk,1.8,1.4,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,2,Polk,1.8,1.4,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,3,Polk,1.9,1.5,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,4,Polk,1.9,1.5,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,5,Polk,2,1.6,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,6,Polk,1.9,1.5,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,7,Polk,2,1.6,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4011,St Croix Falls,8,Polk,1.9,1.5,Conventional Hydroelectric,45.41167,-92.6469
13781,Northern States Power Co - Minnesota,4012,Trego,1,Washburn,0.4,0.4,Conventional Hydroelectric,45.94794,-91.88837
13781,Northern States Power Co - Minnesota,4012,Trego,2,Washburn,0.3,0.3,Conventional Hydroelectric,45.94794,-91.88837
13781,Northern States Power Co - Minnesota,4014,Wheaton,1,Chippewa,44,56,Natural Gas Fired Combustion Turbine,44.885416,-91.51583
13781,Northern States Power Co - Minnesota,4014,Wheaton,2,Chippewa,51,66,Natural Gas Fired Combustion Turbine,44.885416,-91.51583
13781,Northern States Power Co - Minnesota,4014,Wheaton,3,Chippewa,44,56,Natural Gas Fired Combustion Turbine,44.885416,-91.51583
13781,Northern States Power Co - Minnesota,4014,Wheaton,4,Chippewa,47,61,Natural Gas Fired Combustion Turbine,44.885416,-91.51583
13781,Northern States Power Co - Minnesota,4014,Wheaton,6,Chippewa,48,70,Petroleum Liquids,44.885416,-91.51583
13781,Northern States Power Co - Minnesota,4015,Wissota,1,Chippewa,3,3,Conventional Hydroelectric,44.9378,-91.3406
13781,Northern States Power Co - Minnesota,4015,Wissota,2,Chippewa,3.1,3.1,Conventional Hydroelectric,44.9378,-91.3406
13781,Northern States Power Co - Minnesota,4015,Wissota,3,Chippewa,3,3,Conventional Hydroelectric,44.9378,-91.3406
13781,Northern States Power Co - Minnesota,4015,Wissota,4,Chippewa,3,3,Conventional Hydroelectric,44.9378,-91.3406
13781,Northern States Power Co - Minnesota,4015,Wissota,5,Chippewa,2.9,2.9,Conventional Hydroelectric,44.9378,-91.3406
13781,Northern States Power Co - Minnesota,4015,Wissota,6,Chippewa,3,3,Conventional Hydroelectric,44.9378,-91.3406
58149,Renewable World Energies LLC,4018,Clam River Dam,1,Burnett,0.4,0.4,Conventional Hydroelectric,45.9467,-92.5383
58149,Renewable World Energies LLC,4018,Clam River Dam,2,Burnett,0.4,0.4,Conventional Hydroelectric,45.9467,-92.5383
58149,Renewable World Energies LLC,4018,Clam River Dam,3,Burnett,0.4,0.4,Conventional Hydroelectric,45.9467,-92.5383
58149,Renewable World Energies LLC,4019,Danbury Dam,1,Burnett,0.1,0.1,Conventional Hydroelectric,46,-92.3725
58149,Renewable World Energies LLC,4019,Danbury Dam,2,Burnett,0.3,0.3,Conventional Hydroelectric,46,-92.3725
58149,Renewable World Energies LLC,4019,Danbury Dam,HY3,Burnett,0.6,0.6,Conventional Hydroelectric,46,-92.3725
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,10,Polk,2.5,2.6,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,2,Polk,0.7,0.7,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,3,Polk,0.7,0.7,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,4,Polk,0.6,0.6,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,5,Polk,0.5,0.5,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,6,Polk,1.7,1.7,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,7,Polk,1.8,1.8,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,8,Polk,2.5,2.6,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4020,Frederic Diesel,9,Polk,2.5,2.6,Petroleum Liquids,45.654835,-92.46506
13815,Northwestern Wisconsin Elec Co,4021,Grantsburg Diesel,1A,Burnett,0.8,0.8,Petroleum Liquids,45.779189,-92.67805
13815,Northwestern Wisconsin Elec Co,4021,Grantsburg Diesel,2,Burnett,0.8,0.8,Petroleum Liquids,45.779189,-92.67805
13815,Northwestern Wisconsin Elec Co,4021,Grantsburg Diesel,3,Burnett,0.9,0.9,Petroleum Liquids,45.779189,-92.67805
13815,Northwestern Wisconsin Elec Co,4021,Grantsburg Diesel,4,Burnett,2,2,Petroleum Liquids,45.779189,-92.67805
13815,Northwestern Wisconsin Elec Co,4021,Grantsburg Diesel,8,Burnett,1.8,1.8,Petroleum Liquids,45.779189,-92.67805
20847,Wisconsin Electric Power Co,4040,Port Washington Generating Station,1CT1,Ozaukee,178.2,207,Natural Gas Fired Combined Cycle,43.3842,-87.8689
20847,Wisconsin Electric Power Co,4040,Port Washington Generating Station,1CT2,Ozaukee,178.8,207,Natural Gas Fired Combined Cycle,43.3842,-87.8689
20847,Wisconsin Electric Power Co,4040,Port Washington Generating Station,2CT1,Ozaukee,174.8,204.2,Natural Gas Fired Combined Cycle,43.3842,-87.8689
20847,Wisconsin Electric Power Co,4040,Port Washington Generating Station,2CT2,Ozaukee,174.9,204.5,Natural Gas Fired Combined Cycle,43.3842,-87.8689
20847,Wisconsin Electric Power Co,4040,Port Washington Generating Station,ST1,Ozaukee,265.1,265.2,Natural Gas Fired Combined Cycle,43.3842,-87.8689
20847,Wisconsin Electric Power Co,4040,Port Washington Generating Station,ST2,Ozaukee,264.7,264.3,Natural Gas Fired Combined Cycle,43.3842,-87.8689
20847,Wisconsin Electric Power Co,4041,South Oak Creek,5,Milwaukee,242.2,242.2,Conventional Steam Coal,42.8457,-87.8294
20847,Wisconsin Electric Power Co,4041,South Oak Creek,6,Milwaukee,253.8,253.8,Conventional Steam Coal,42.8457,-87.8294
20847,Wisconsin Electric Power Co,4041,South Oak Creek,7,Milwaukee,306.5,309.3,Conventional Steam Coal,42.8457,-87.8294
20847,Wisconsin Electric Power Co,4041,South Oak Creek,8,Milwaukee,309.5,312.7,Conventional Steam Coal,42.8457,-87.8294
20847,Wisconsin Electric Power Co,4042,Valley (WI),1,Milwaukee,124.7,88.3,Natural Gas Steam Turbine,43.0303,-87.9233
20847,Wisconsin Electric Power Co,4042,Valley (WI),2,Milwaukee,139.2,140.1,Natural Gas Steam Turbine,43.0303,-87.9233
20847,Wisconsin Electric Power Co,4042,Valley (WI),3,Milwaukee,2.7,2.7,Petroleum Liquids,43.0303,-87.9233
20847,Wisconsin Electric Power Co,4043,Appleton,4,Outagamie,1.2,1.2,Conventional Hydroelectric,44.25393,-88.40956
20847,Wisconsin Electric Power Co,4043,Appleton,5,Outagamie,0.5,0.5,Conventional Hydroelectric,44.25393,-88.40956
20847,Wisconsin Electric Power Co,4043,Appleton,6,Outagamie,0.5,0.5,Conventional Hydroelectric,44.25393,-88.40956
57280,"Eagle Creek Renewable Energy, LLC",4044,Oconto Falls Upper,1,Oconto,0.4,0.4,Conventional Hydroelectric,44.8764,-88.1475
57280,"Eagle Creek Renewable Energy, LLC",4044,Oconto Falls Upper,2,Oconto,0.4,0.4,Conventional Hydroelectric,44.8764,-88.1475
57280,"Eagle Creek Renewable Energy, LLC",4044,Oconto Falls Upper,3,Oconto,0.3,0.3,Conventional Hydroelectric,44.8764,-88.1475
20847,Wisconsin Electric Power Co,4045,Pine,1,Florence,1.6,1.6,Conventional Hydroelectric,45.8275,-88.2483
20847,Wisconsin Electric Power Co,4045,Pine,2,Florence,1.6,1.6,Conventional Hydroelectric,45.8275,-88.2483
55906,NextEra Energy Point Beach LLC,4046,Point Beach Nuclear Plant,1,Manitowoc,595.4,599.6,Nuclear,44.2806,-87.5369
55906,NextEra Energy Point Beach LLC,4046,Point Beach Nuclear Plant,2,Manitowoc,600.6,606.2,Nuclear,44.2806,-87.5369
55906,NextEra Energy Point Beach LLC,4046,Point Beach Nuclear Plant,5,Manitowoc,15,18,Petroleum Liquids,44.2806,-87.5369
20856,Wisconsin Power & Light Co,4050,Edgewater,5,Sheboygan,409.1,409.3,Conventional Steam Coal,43.715142,-87.70586
20856,Wisconsin Power & Light Co,4053,Kilbourn,2,Columbia,9.5,9.5,Conventional Hydroelectric,43.625845,-89.78076
20856,Wisconsin Power & Light Co,4053,Kilbourn,HC1,Columbia, , ,Conventional Hydroelectric,43.625845,-89.78076
20856,Wisconsin Power & Light Co,4053,Kilbourn,HC5,Columbia, , ,Conventional Hydroelectric,43.625845,-89.78076
20856,Wisconsin Power & Light Co,4053,Kilbourn,HC6,Columbia, , ,Conventional Hydroelectric,43.625845,-89.78076
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,1,Sauk,29,29,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,2,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,3,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,4,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,5,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,6,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,7,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20856,Wisconsin Power & Light Co,4056,Prairie Du Sac,8,Sauk, , ,Conventional Hydroelectric,43.309932,-89.72778
20860,Wisconsin Public Service Corp,4060,Alexander,1,Lincoln,1.4,1.4,Conventional Hydroelectric,45.1875,-89.7553
20860,Wisconsin Public Service Corp,4060,Alexander,2,Lincoln,1.4,1.4,Conventional Hydroelectric,45.1875,-89.7553
20860,Wisconsin Public Service Corp,4060,Alexander,3,Lincoln,1.4,1.4,Conventional Hydroelectric,45.1875,-89.7553
20860,Wisconsin Public Service Corp,4061,Caldron Falls,1,Marinette,3.2,3.2,Conventional Hydroelectric,45.3569,-88.2306
20860,Wisconsin Public Service Corp,4061,Caldron Falls,2,Marinette,3.2,3.2,Conventional Hydroelectric,45.3569,-88.2306
20860,Wisconsin Public Service Corp,4063,Grandfather Falls,1,Lincoln,11,11,Conventional Hydroelectric,45.3019,-89.7917
20860,Wisconsin Public Service Corp,4063,Grandfather Falls,2,Lincoln,6.2,6.2,Conventional Hydroelectric,45.3019,-89.7917
20860,Wisconsin Public Service Corp,4064,Hat Rapids,1,Oneida,0.8,0.8,Conventional Hydroelectric,45.5711,-89.4806
20860,Wisconsin Public Service Corp,4064,Hat Rapids,2A,Oneida,0.5,0.5,Conventional Hydroelectric,45.5711,-89.4806
20860,Wisconsin Public Service Corp,4064,Hat Rapids,3A,Oneida,0.4,0.4,Conventional Hydroelectric,45.5711,-89.4806
20860,Wisconsin Public Service Corp,4065,High Falls (WI),1,Marinette,1.4,1.4,Conventional Hydroelectric,45.2794,-88.1997
20860,Wisconsin Public Service Corp,4065,High Falls (WI),2,Marinette,1.4,1.4,Conventional Hydroelectric,45.2794,-88.1997
20860,Wisconsin Public Service Corp,4065,High Falls (WI),3,Marinette,1.4,1.4,Conventional Hydroelectric,45.2794,-88.1997
20860,Wisconsin Public Service Corp,4065,High Falls (WI),4,Marinette,1.4,1.4,Conventional Hydroelectric,45.2794,-88.1997
20860,Wisconsin Public Service Corp,4065,High Falls (WI),5,Marinette,1.4,1.4,Conventional Hydroelectric,45.2794,-88.1997
20860,Wisconsin Public Service Corp,4067,Johnson Falls,1,Marinette,1.7,1.7,Conventional Hydroelectric,45.2875,-88.1603
20860,Wisconsin Public Service Corp,4067,Johnson Falls,2,Marinette,1.7,1.7,Conventional Hydroelectric,45.2875,-88.1603
20860,Wisconsin Public Service Corp,4068,Merrill,1,Lincoln,0.4,0.4,Conventional Hydroelectric,45.1786,-89.685
20860,Wisconsin Public Service Corp,4068,Merrill,2,Lincoln,0.4,0.4,Conventional Hydroelectric,45.1786,-89.685
20860,Wisconsin Public Service Corp,4068,Merrill,3,Lincoln,1.5,1.5,Conventional Hydroelectric,45.1786,-89.685
20860,Wisconsin Public Service Corp,4071,Potato Rapids,1,Marinette,0.5,0.5,Conventional Hydroelectric,45.1136,-87.7586
20860,Wisconsin Public Service Corp,4071,Potato Rapids,2,Marinette,0.4,0.4,Conventional Hydroelectric,45.1136,-87.7586
20860,Wisconsin Public Service Corp,4071,Potato Rapids,3,Marinette,0.4,0.4,Conventional Hydroelectric,45.1136,-87.7586
20860,Wisconsin Public Service Corp,4072,Pulliam,31,Brown,79.8,106.3,Natural Gas Fired Combustion Turbine,44.54,-88.0086
20860,Wisconsin Public Service Corp,4074,Sandstone Rapids,1,Marinette,1.9,1.9,Conventional Hydroelectric,45.2333,-88.0678
20860,Wisconsin Public Service Corp,4074,Sandstone Rapids,2,Marinette,1.9,1.9,Conventional Hydroelectric,45.2333,-88.0678
20860,Wisconsin Public Service Corp,4075,Tomahawk,1,Lincoln,1.3,1.3,Conventional Hydroelectric,45.4411,-89.7306
20860,Wisconsin Public Service Corp,4075,Tomahawk,2,Lincoln,1.3,1.3,Conventional Hydroelectric,45.4411,-89.7306
20860,Wisconsin Public Service Corp,4076,West Marinette,31,Marinette,38.1,49.8,Natural Gas Fired Combustion Turbine,45.0869,-87.6881
20860,Wisconsin Public Service Corp,4076,West Marinette,32,Marinette,36.7,47.9,Natural Gas Fired Combustion Turbine,45.0869,-87.6881
20860,Wisconsin Public Service Corp,4076,West Marinette,33,Marinette,78.2,104.1,Natural Gas Fired Combustion Turbine,45.0869,-87.6881
20860,Wisconsin Public Service Corp,4077,Wausau,1,Marathon,1.8,1.8,Conventional Hydroelectric,44.9575,-89.6367
20860,Wisconsin Public Service Corp,4077,Wausau,2,Marathon,1.8,1.8,Conventional Hydroelectric,44.9575,-89.6367
20860,Wisconsin Public Service Corp,4077,Wausau,3,Marathon,1.8,1.8,Conventional Hydroelectric,44.9575,-89.6367
20860,Wisconsin Public Service Corp,4078,Weston,3,Marathon,334.7,339.8,Conventional Steam Coal,44.8606,-89.6553
20860,Wisconsin Public Service Corp,4078,Weston,4,Marathon,553.2,558.5,Conventional Steam Coal,44.8606,-89.6553
20863,Wisconsin River Power Company,4079,Castle Rock,1,Adams,2.8,2.8,Conventional Hydroelectric,43.8656,-89.9514
20863,Wisconsin River Power Company,4079,Castle Rock,2,Adams,2.8,2.8,Conventional Hydroelectric,43.8656,-89.9514
20863,Wisconsin River Power Company,4079,Castle Rock,3,Adams,2.8,2.8,Conventional Hydroelectric,43.8656,-89.9514
20863,Wisconsin River Power Company,4079,Castle Rock,4,Adams,2.8,2.8,Conventional Hydroelectric,43.8656,-89.9514
20863,Wisconsin River Power Company,4079,Castle Rock,5,Adams,2.8,2.8,Conventional Hydroelectric,43.8656,-89.9514
20863,Wisconsin River Power Company,4080,Petenwell,1,Juneau,5,5,Conventional Hydroelectric,44.0572,-90.0217
